,Noun,Count
3401,dick,3
3402,chug,2
3403,witch,7
3404,outhouse,1
3405,collard,1
3406,nit,9
3407,side,1
3408,jot,1
3409,buffalo,3
3410,region,33
3411,daisy,2
3412,tortilla,10
3413,photography,5
3414,sneeze,6
3415,anger,3
3416,outcome,3
3417,commotion,6
3418,poultry,2
3419,trout,1
3420,owl,28
3421,victim,4
3422,consulate,10
3423,episode,9
3424,shed,10
3425,trousers,13
3426,taxicab,2
3427,ambition,1
3428,dill,1
3429,nonsense,8
3430,spokesman,1
3431,stack,15
3432,invasion,2
3433,protocol,5
3434,trumpet,1
3435,analogy,2
3436,cornflakes,13
3437,hospitalization,1
3438,lottery,6
3439,goose,9
3440,media,17
3441,aluminum,2
3442,flour,4
3443,premise,11
3444,sadness,1
3445,meringue,6
3446,measles,1
3447,circulation,8
3448,identification,2
3449,institute,4
3450,critic,9
3451,heron,2
3452,clover,1
3453,liner,8
3454,runaway,3
3455,disparity,4
3456,enclave,3
3457,tactics,5
3458,snail,6
3459,bull,12
3460,standpoint,5
3461,precision,1
3462,middleman,1
3463,philosopher,1
3464,poet,1
3465,thump,3
3466,monument,14
3467,phenomenon,5
3468,branch,11
3469,independence,3
3470,refuge,11
3471,anthropology,3
3472,styling,10
3473,mayor,57
3474,obsidian,1
3475,burglar,1
3476,programming,9
3477,insomnia,3
3478,smog,5
3479,pyramid,4
3480,negotiation,5
3481,exile,1
3482,ballet,12
3483,brake,1
3484,functionality,6
3485,tangerine,4
3486,congress,5
3487,guilty,11
3488,sequence,2
3489,specialist,4
3490,defense,6
3491,object,10
3492,mole,1
3493,temptation,6
3494,builder,3
3495,fraud,10
3496,drainage,9
3497,pastor,2
3498,creature,13
3499,monk,2
3500,auditorium,2
3501,verse,1
3502,timeout,2
3503,author,5
3504,dame,77
3505,tomb,5
3506,bijou,4
3507,interpretation,5
3508,interchange,4
3509,edition,3
3510,commitment,11
3511,amazon,1
3512,doorbell,13
3513,trunk,6
3514,triangle,4
3515,ruby,3
3516,volunteering,1
3517,invention,3
3518,ingredient,3
3519,worship,2
3520,bottom-line,1
3521,vogue,2
3522,prestige,9
3523,mister,4
3524,flip-flops,6
3525,nudge,3
3526,crumb,2
3527,discrepancy,4
3528,attic,23
3529,kettle,80
3530,footstool,3
3531,scientist,3
3532,baker,4
3533,derby,5
3534,dot,9
3535,parliament,14
3536,caffeine,4
3537,cobweb,1
3538,roundabout,9
3539,spree,9
3540,wrench,3
3541,wrinkle,2
3542,screening,4
3543,mushroom,8
3544,organisation,7
3545,citrus,8
3546,forehead,2
3547,roster,2
3548,auto,14
3549,tailor,5
3550,apricot,5
3551,repayment,1
3552,script,4
3553,keyboard,19
3554,removal,5
3555,surname,3
3556,programme,16
3557,masterpiece,2
3558,perch,4
3559,dungeon,10
3560,password,15
3561,whip,6
3562,entity,3
3563,questionnaire,2
3564,chap,14
3565,peripheral,1
3566,hassock,1
3567,marshmallow,5
3568,firewall,1
3569,carnation,1
3570,exhibition,18
3571,motivation,3
3572,fur,3
3573,testimonial,1
3574,endive,1
3575,clone,2
3576,cellar,28
3577,fresco,16
3578,alto,3
3579,larder,1
3580,tiger,9
3581,fund,3
3582,socialism,1
3583,semester,2
3584,modification,1
3585,saxophone,7
3586,heritage,13
3587,passion,23
3588,authorization,8
3589,merchant,13
3590,stag,28
3591,parcel,4
3592,circumstance,5
3593,forte,4
3594,fender,1
3595,bumper,2
3596,cinema,13
3597,licensing,2
3598,hen,28
3599,vase,12
3600,bolt,3
3601,eaves,3
3602,offset,13
3603,giggle,5
3604,text,4
3605,recollection,2
3606,monsoon,2
3607,tackle,3
3608,lesbian,3
3609,hovel,1
3610,tulip,27
3611,dedication,7
3612,heterosexual,3
3613,portfolio,2
3614,thistle,1
3615,sponge,11
3616,derivative,2
3617,communist,2
3618,recess,1
3619,legislation,1
3620,civilisation,1
3621,chauffeur,3
3622,vitality,1
3623,classification,4
3624,lad,9
3625,schizophrenic,1
3626,leaver,1
3627,mailing,6
3628,haste,1
3629,navigation,3
3630,quilt,8
3631,melon,10
3632,cracker,2
3633,immigrant,3
3634,identity,10
3635,whirlwind,2
3636,loggia,2
3637,slump,2
3638,pin,21
3639,gerbil,1
3640,meander,1
3641,basil,4
3642,worm,5
3643,proportion,7
3644,advocate,1
3645,crush,6
3646,dearest,3
3647,integral,2
3648,rim,2
3649,rugby,10
3650,election,3
3651,ballot,1
3652,query,9
3653,enquiry,7
3654,curry,14
3655,arch,27
3656,wisteria,2
3657,gauge,6
3658,mob,2
3659,plywood,4
3660,avocado,12
3661,anise,1
3662,cheek,5
3663,modernist,7
3664,combine,7
3665,thickness,2
3666,duffel,2
3667,autumn,8
3668,champion,5
3669,snap,6
3670,mezzanine,14
3671,analog,1
3672,pod,6
3673,bronze,3
3674,spec,7
3675,blouse,2
3676,back,5
3677,grouse,1
3678,scrap,5
3679,giraffe,1
3680,scarf,4
3681,clarity,3
3682,meridian,9
3683,prohibition,1
3684,mocha,2
3685,webpage,9
3686,withdrawal,2
3687,sack,5
3688,accountant,3
3689,secretary,1
3690,commodity,5
3691,pavilion,3
3692,wraparound,2
3693,burden,2
3694,broadcast,3
3695,wiring,5
3696,blocker,1
3697,detour,7
3698,servant,2
3699,beam,11
3700,graphic,5
3701,glen,1
3702,abbey,7
3703,crow,2
3704,orchid,12
3705,sprout,1
3706,tongue,9
3707,philosophy,3
3708,visor,1
3709,scratch,17
3710,guilt,2
3711,livestock,1
3712,assurance,2
3713,sow,1
3714,oregano,8
3715,glut,1
3716,eyebrows,1
3717,greatness,2
3718,poncho,1
3719,brood,1
3720,boost,6
3721,bomb,10
3722,surfboard,2
3723,inflation,2
3724,fringe,6
3725,wholesaler,2
3726,crayfish,3
3727,jury,30
3728,ballpark,4
3729,document,5
3730,robot,2
3731,carrot,7
3732,eyebrow,3
3733,melatonin,1
3734,pilgrimage,2
3735,compassionate,5
3736,galley,3
3737,sleet,1
3738,maple,7
3739,pumpkin,8
3740,sill,2
3741,woodland,1
3742,calf,3
3743,bowtie,2
3744,proprietor,11
3745,precedence,3
3746,logic,5
3747,papa,8
3748,competence,1
3749,gateway,6
3750,crate,3
3751,career,5
3752,veneer,5
3753,naming,2
3754,density,2
3755,classroom,2
3756,honeydew,1
3757,novel,4
3758,lecture,2
3759,knot,2
3760,overweight,9
3761,dancer,5
3762,eddy,9
3763,magnet,5
3764,resume,3
3765,romaine,4
3766,squash,8
3767,mortgage,1
3768,sailor,1
3769,harmony,5
3770,wit,6
3771,reboot,1
3772,airbus,6
3773,anchovy,1
3774,zebra,1
3775,hepatitis,3
3776,influx,4
3777,something,3
3778,show,1
3779,forage,1
3780,mare,14
3781,sneaker,1
3782,minister,2
3783,translation,22
3784,habitat,7
3785,granny,3
3786,apparatus,3
3787,discharge,1
3788,cesspool,1
3789,rat,13
3790,division,8
3791,professor,2
3792,vol,1
3793,pita,6
3794,speedboat,17
3795,sardine,2
3796,boar,1
3797,disk,1
3798,guideline,2
3799,summit,4
3800,recipe,7
3801,aperitif,5
3802,lyrics,2
3803,barstool,1
3804,beech,10
3805,motorboat,3
3806,barge,6
3807,accuracy,2
3808,chin,2
3809,temper,5
3810,chalet,6
3811,shipping,5
3812,tenor,1
3813,therapy,11
3814,banner,8
3815,brow,1
3816,settlement,2
3817,reversal,1
3818,trailer,2
3819,pencil,1
3820,hammer,4
3821,newsletter,2
3822,pear,3
3823,thrust,2
3824,organ,2
3825,cop,4
3826,rifle,6
3827,farmland,1
3828,folklore,1
3829,gratitude,5
3830,exam,3
3831,savior,1
3832,agony,1
3833,earring,1
3834,flute,3
3835,emotion,1
3836,steward,3
3837,ribbon,5
3838,stucco,4
3839,backbone,1
3840,outline,2
3841,coverage,3
3842,collector,1
3843,booty,2
3844,marten,1
3845,trinket,5
3846,fleece,2
3847,mine,1
3848,pest,5
3849,surplus,1
3850,larva,1
3851,brocolli,2
3852,pill,3
3853,zipper,2
3854,veteran,5
3855,buckle,2
3856,halt,1
3857,thigh,2
3858,surgeon,1
3859,epoxy,1
3860,stab,1
3861,clutch,1
3862,announcement,1
3863,seep,4
3864,petal,8
3865,wannabe,3
3866,cone,3
3867,diagram,1
3868,recruit,3
3869,involvement,2
3870,download,4
3871,toga,1
3872,evaluation,6
3873,butterfly,4
3874,reject,1
3875,cilantro,1
3876,sash,4
3877,lawyer,1
3878,beck,5
3879,condor,1
3880,eraser,1
3881,gender,3
3882,puppy,3
3883,earnings,1
3884,scenario,4
3885,syndrome,3
3886,patrol,5
3887,paranoia,1
3888,molasses,2
3889,conduct,7
3890,carpenter,1
3891,appendix,2
3892,chino,1
3893,mankind,1
3894,textbook,1
3895,rainstorm,1
3896,otter,1
3897,grenade,1
3898,kimono,1
3899,robin,4
3900,machinery,3
3901,doc,4
3902,photograph,6
3903,governance,1
3904,scraper,2
3905,enemy,4
3906,pulse,2
3907,instinct,1
3908,mover,1
3909,overload,6
3910,gator,1
3911,parole,1
3912,application,2
3913,degradation,1
3914,wrapper,1
3915,barracks,1
3916,divider,3
3917,geography,5
3918,dueling,2
3919,wholesale,2
3920,ridge,21
3921,format,3
3922,hardship,3
3923,championship,3
3924,specification,3
3925,concentrate,5
3926,show-stopper,2
3927,icon,2
3928,poll,1
3929,sorrow,1
3930,leap,2
3931,highland,12
3932,eclipse,9
3933,tortellini,3
3934,chow,5
3935,initiative,5
3936,decimal,4
3937,genre,3
3938,fairy,5
3939,tale,10
3940,uniformity,1
3941,encyclopedia,2
3942,atelier,3
3943,stacking,2
3944,bellows,1
3945,airforce,1
3946,collateral,2
3947,banking,3
3948,decency,5
3949,surge,1
3950,impulse,1
3951,cameo,3
3952,oats,1
3953,seaplane,1
3954,volunteer,2
3955,goodnight,1
3956,sorbet,1
3957,curve,5
3958,believer,1
3959,goddess,2
3960,execution,4
3961,reciprocity,1
3962,probation,3
3963,axis,2
3964,panda,5
3965,medal,2
3966,documentary,1
3967,pregnancy,1
3968,combat,2
3969,actor,1
3970,cornmeal,2
3971,linguistics,2
3972,gravel,3
3973,warden,1
3974,wedge,6
3975,messenger,2
3976,ink,6
3977,hamster,1
3978,grid,1
3979,tension,2
3980,chrome,9
3981,rambler,2
3982,conformation,2
3983,first,2
3984,plume,1
3985,methodology,1
3986,carrier,10
3987,butcher,6
3988,creator,1
3989,iris,5
3990,obligation,3
3991,expression,7
3992,locality,8
3993,lunchmeat,4
3994,armour,2
3995,turnstile,3
3996,journal,1
3997,flesh,3
3998,morbid,1
3999,eligibility,1
4000,redesign,3
4001,stealth,1
4002,frosting,3
4003,outset,2
4004,beard,4
4005,retrospective,1
4006,tract,1
4007,wagon,3
4008,sock,2
4009,valance,1
4010,spectacle,11
4011,disposition,3
4012,ripple,1
4013,underpass,6
4014,monastery,6
4015,strap,5
4016,pocketbook,2
4017,mime,2
4018,sheep,1
4019,cloakroom,1
4020,clearance,4
4021,purple,10
4022,diary,2
4023,tart,6
4024,friendship,9
4025,pajamas,6
4026,blight,3
4027,racism,3
4028,hummus,1
4029,dinghy,1
4030,knickers,2
4031,slash,1
4032,calico,1
4033,houseboat,1
4034,tenant,1
4035,grasshopper,1
4036,overnighter,1
4037,maestro,1
4038,madam,3
4039,wording,3
4040,vertigo,6
4041,herring,1
4042,glee,2
4043,reliability,2
4044,acceptance,2
4045,boon,4
4046,dispatch,1
4047,plea,1
4048,kidney,2
4049,chatter,3
4050,underestimate,3
4051,samovar,1
4052,timetable,6
4053,keystone,1
4054,splendor,1
4055,clef,1
4056,lens,2
4057,plum,2
4058,qualification,1
4059,footwear,3
4060,blackboard,1
4061,cloak,1
4062,postbox,2
4063,kebab,4
4064,caravan,1
4065,singular,2
4066,safeguard,2
4067,symbol,2
4068,coffin,1
4069,counterpart,3
4070,mayonnaise,1
4071,painter,1
4072,tic,2
4073,stimulation,2
4074,mapping,2
4075,adrenaline,1
4076,fortnight,6
4077,cabbage,3
4078,pickle,1
4079,campanile,9
4080,correspondent,3
4081,particle,1
4082,chick,2
4083,lust,1
4084,faith,4
4085,gram,1
4086,brain,3
4087,mantel,1
4088,tempo,2
4089,achievement,3
4090,gloom,2
4091,attenuation,1
4092,harp,2
4093,pence,2
4094,evil,2
4095,dwell,2
4096,overcoat,1
4097,ruckus,1
4098,allocation,5
4099,accusation,2
4100,switchboard,1
4101,stance,1
4102,wafer,2
4103,torso,1
4104,handrail,2
4105,bloom,5
4106,barber,1
4107,adjective,1
4108,murder,1
4109,compass,2
4110,weapon,3
4111,blossom,5
4112,greenhouse,4
4113,porthole,2
4114,pagan,1
4115,chard,1
4116,offense,3
4117,bowling,52
4118,noir,2
4119,occupation,1
4120,hornet,1
4121,inventory,3
4122,snowstorm,3
4123,prey,3
4124,cowboy,5
4125,parachute,1
4126,chapter,1
4127,shaker,5
4128,infiltration,1
4129,admin,1
4130,dictator,1
4131,experiment,4
4132,turnover,4
4133,leverage,2
4134,bribery,1
4135,pusher,1
4136,swath,1
4137,tragedy,2
4138,scout,2
4139,credibility,1
4140,baseline,1
4141,playroom,2
4142,formation,1
4143,discrimination,6
4144,trance,1
4145,secrecy,1
4146,clockwork,3
4147,elevation,1
4148,undershirt,1
4149,burro,1
4150,teapot,4
4151,leadership,4
4152,resemblance,3
4153,nestling,1
4154,mecca,4
4155,genie,1
4156,teriyaki,2
4157,mutt,1
4158,fledgling,1
4159,hare,3
4160,constitution,6
4161,contributor,3
4162,carter,3
4163,disability,3
4164,perennial,1
4165,brassiere,1
4166,lending,2
4167,virtue,2
4168,geek,1
4169,speakerphone,1
4170,hemisphere,3
4171,appetiser,1
4172,strait,2
4173,growth,1
4174,minibus,5
4175,incidence,1
4176,hunter,4
4177,treasury,1
4178,physics,1
4179,timber,2
4180,deed,3
4181,illusion,3
4182,campaign,4
4183,altitude,2
4184,intervention,4
4185,plot,3
4186,authorisation,3
4187,optimal,4
4188,domain,2
4189,rhubarb,1
4190,notation,1
4191,boundary,2
4192,familiarity,2
4193,receiver,1
4194,judgment,1
4195,counselor,1
4196,beanie,1
4197,panties,1
4198,liar,4
4199,southeast,7
4200,recliner,2
4201,crewmember,1
4202,survivor,1
4203,pouch,1
4204,stripe,2
4205,bronchitis,3
4206,seller,2
4207,kilometer,1
4208,faculty,1
4209,viola,2
4210,dickey,1
4211,trigger,1
4212,violation,4
4213,waterbed,1
4214,blister,1
4215,shield,4
4216,toothpick,4
4217,mist,5
4218,inauguration,1
4219,alliance,1
4220,blackberry,3
4221,alias,1
4222,erosion,1
4223,modeling,1
4224,piccolo,5
4225,pillar,2
4226,epic,1
4227,lark,1
4228,cholesterol,1
4229,root,4
4230,sideboard,3
4231,dwelling,3
4232,gadget,1
4233,mower,1
4234,maiden,1
4235,haze,1
4236,canvas,5
4237,comic,2
4238,cacao,1
4239,jeweller,1
4240,fob,2
4241,prevention,2
4242,warren,3
4243,submarine,1
4244,ram,1
4245,syndicate,1
4246,creation,4
4247,hawk,1
4248,diaper,2
4249,framework,1
4250,segment,1
4251,propane,3
4252,viewer,1
4253,baseboard,1
4254,tramp,2
4255,senate,1
4256,batter,2
4257,seashore,1
4258,artichoke,2
4259,symptom,1
4260,helium,2
4261,balloon,9
4262,birch,1
4263,dentist,3
4264,fibre,2
4265,clapboard,1
4266,lunge,1
4267,seed,1
4268,vessel,2
4269,senator,14
4270,throne,2
4271,thyme,4
4272,probe,2
4273,dynamo,1
4274,reasoning,2
4275,labour,4
4276,restoration,1
4277,yang,3
4278,anklet,1
4279,committee,2
4280,willow,2
4281,ego,2
4282,snarl,1
4283,investor,2
4284,reporter,1
4285,cayenne,2
4286,kingfish,1
4287,emery,1
4288,good-bye,5
4289,pronunciation,2
4290,mailbox,2
4291,dimension,1
4292,gig,4
4293,doggie,2
4294,footprint,1
4295,accessory,1
4296,existence,1
4297,cob,2
4298,eggplant,2
4299,hermit,2
4300,tendency,6
4301,sandal,2
4302,expose,3
4303,clipboard,4
4304,caterpillar,1
4305,lace,1
4306,skull,2
4307,termination,1
4308,legacy,6
4309,custard,3
4310,outlay,1
4311,mercury,1
4312,excerpt,1
4313,bowler,1
4314,affinity,1
4315,watcher,1
4316,thorn,1
4317,bonding,1
4318,attacker,1
4319,publicity,2
4320,dynamics,3
4321,stallion,1
4322,justification,1
4323,industrialization,1
4324,awareness,2
4325,margarine,1
4326,deduction,1
4327,plugin,1
4328,impairment,1
4329,inspiration,2
4330,jaguar,1
4331,cuticle,1
4332,deputy,4
4333,bookend,2
4334,boxspring,3
4335,lung,4
4336,login,1
4337,system,1
4338,savannah,1
4339,shin,1
4340,tremor,1
4341,anime,1
4342,durian,1
4343,ivory,1
4344,equinox,3
4345,jumbo,1
4346,addiction,1
4347,dynasty,15
4348,duel,2
4349,database,1
4350,samurai,1
4351,cauliflower,2
4352,judo,1
4353,quotation,2
4354,exclamation,1
4355,bail,1
4356,coil,4
4357,daybed,6
4358,step-sister,1
4359,boycott,1
4360,typhoon,3
4361,prosperity,1
4362,plight,1
4363,welfare,1
4364,enforcement,1
4365,choir,1
4366,slipper,2
4367,babe,2
4368,git,1
4369,distribution,1
4370,pacemaker,1
4371,taro,2
4372,bombing,6
4373,youngster,1
4374,revolution,1
4375,cuckoo,1
4376,regime,1
4377,fahrenheit,2
4378,browser,2
4379,squirrel,1
4380,isolation,2
4381,flick,1
4382,copying,2
4383,mosque,3
4384,chopsticks,7
4385,tumbler,4
4386,lacquerware,1
4387,integration,1
4388,quota,1
4389,devil,2
4390,motive,1
4391,modernity,2
4392,interface,1
4393,vivo,1
4394,realization,1
4395,hoe,1
4396,bonsai,2
4397,aftershave,3
4398,omnivore,1
4399,helo,1
4400,directive,1
4401,maelstrom,1
4402,mambo,2
4403,mochi,1
4404,trophy,2
4405,consul,1
4406,impediment,1
4407,rhythm,1
4408,aggression,1
4409,tofu,1
4410,terrorism,1
4411,scissors,2
4412,spelt,2
4413,determination,1
4414,boudoir,1
4415,tablecloth,1
4416,beyond,1
4417,spectrum,2
4418,finance,1
4419,gymnastics,2
4420,everyone,1
4421,ramen,1
4422,innovation,2
4423,soil,1
4424,digger,1
4425,sari,22
4426,puppet,5
4427,milkshake,4
4428,well-being,2
4429,savory,2
4430,obstacle,1
4431,shrine,1
4432,intelligence,2
4433,stir-fry,2
4434,kamikaze,1
4435,turban,2
4436,elimination,1
4437,calculation,2
4438,signup,1
4439,ethnicity,1
4440,clasp,1
4441,soldier,1
4442,vulture,1
4443,parenting,1
4444,trading,2
4445,harvest,2
4446,mandate,1
4447,radar,3
4448,cloudburst,1
4449,armpit,1
4450,transparency,1
4451,pelican,1
4452,marsh,2
4453,contingency,1
4454,activation,2
4455,suspension,2
4456,acre,1
4457,preservation,2
4458,threshold,2
4459,dew,1
4460,continuity,1
4461,intestine,1
4462,petition,1
4463,cloister,1
4464,rebel,1
4465,thrift,1
4466,booster,2
4467,partnership,1
4468,dialect,1
4469,poetry,3
4470,poem,1
4471,nylon,2
4472,wilderness,1
4473,deer,1
4474,luncheonette,4
4475,reservoir,1
4476,misunderstand,1
4477,brook,1
4478,literate,2
4479,mutton,1
4480,curse,1
4481,council,2
4482,paw,2
4483,refectory,3
4484,tuition,1
4485,okra,1
4486,likeness,1
4487,harvester,1
4488,portrait,1
4489,generosity,1
4490,underweight,1
4491,sundial,1
4492,macaw,1
4493,bomber,1
4494,thermometer,2
4495,fiery,1
4496,wasp,2
4497,frost,1
4498,adrenalin,1
4499,prisoner,1
4500,spacing,1
4501,accelerator,1
4502,marines,1
4503,malice,1
4504,trooper,1
4505,packaging,2
4506,billion,2
4507,softdrink,2
4508,oleo,2
4509,accomplishment,1
4510,clank,1
4511,everything,1
4512,constellation,1
4513,bladder,1
4514,vengeance,1
4515,nectar,1
4516,cartridge,1
4517,bangle,1
4518,grandchild,1
4519,sustenance,1
4520,shaw,1
4521,tarragon,1
4522,berry,1
4523,decision-making,1
4524,caper,1
4525,tug,1
4526,musician,2
4527,yin,1
4528,cockpit,1
4529,puzzle,5
4530,greed,1
4531,blush,1
4532,troop,1
4533,vaccine,1
4534,mussel,1
4535,strobe,1
4536,threat,2
4537,penicillin,1
4538,jiffy,1
4539,stimulus,1
4540,lantern,1
4541,founding,1
4542,stepdaughter,1
4543,alphabet,1
4544,revival,1
4545,coal,1
4546,clergyman,1
4547,shred,1
4548,macro,1
4549,saviour,1
4550,sweatshirt,1
4551,manufacturing,1
4552,profession,2
4553,diagnosis,1
4554,ethics,1
4555,coaster,1
4556,moth,1
4557,realm,2
4558,monitoring,1
4559,consciousness,1
4560,regulator,1
4561,paperback,1
4562,applewood,1
4563,obsession,1
4564,bead,1
4565,heir,1
4566,exposition,1
4567,religion,1
4568,footstep,1
4569,someone,1
4570,slavery,1
4571,childhood,2
4572,quart,1
4573,potty,1
4574,interpreter,1
4575,bobcat,1
4576,twine,1
4577,intensity,1
4578,cantaloupe,2
4579,slang,1
4580,validity,1
4581,dumbwaiter,1
4582,bakeware,1
4583,inbox,1
4584,quail,1
4585,corps,1
4586,tutu,4
4587,uplift,1
4588,aftermath,1
